drug,gene,disease,label
765940,705336,35951,8
10472695,22743,66759,4
1834055,409010,174128,1
6279245,610555,72167,1
6661,70102,386381,9
264422,1982309,40528,9
11599074,2662142,24258,9
8685834,5511,4806426,9
5379259,6757362,884,1
272836,1995539,31061,9
11272,10824,66759,9
3874528,4083,31967,9
10472583,2464035,1878136,4
69166,1273885,9209,0
3133859,2387989,469814,9
3185942,3821568,75968,9
229374,1870495,45739,6
206941,3334648,622178,9
306366,131465,11625,9
981169,3386321,2984444,2
4113781,103822,8518,1
1155406,125797,68839,9
499822,3013597,3651,9
250753,107260,46848,2
190021,69153,6124,1
11126,569541,8518,9
180450,602877,6985,6
33267,300700,774744,2
63784,1982292,1878136,8
1165692,516617,237662,9
41657,56755,8106239,0
573561,2470167,35951,5
454166,3328980,41739,7
196926,432783,514251,9
74661,453532,10484003,9
84494,3489662,63423,9
10473676,83098,31061,4
7717,5648646,8518,8
165568,513117,3651,6
5232639,3499382,326636,5
85451,1773,45574,0
650236,2717459,66759,3
163783,2960337,10484020,9
252800,499914,1878136,3
99511,7255,9135,6
205294,2864144,884,0
236513,499116,66759,8
3221583,453688,3108,9
10473430,196194,4697,9
46459,1981529,10483312,9
110290,120635,134229,2
4324821,4096049,4242,9
320982,7693,12783,4
48421,438849,66759,4
131329,781083,204092,5
331454,3480792,326636,9
1637350,6882439,2714,9
264422,3124283,58163,7
486843,452089,6057721,9
6534296,50075,180889,9
454166,4324698,3651,8
78223,2507811,17498,7
482187,5629602,326636,9
764079,993,12783,8
6279245,433480,884,3
474464,4678604,60149,1
5640025,2337953,6578,2
1085973,299962,63423,9
117697,6894577,63423,9
5504133,2488702,3619,9
67636,7861665,10483486,9
8112934,15489,66759,1
50969,1696843,115746,9
1400696,1233912,58096,8
484127,11517,33329,2
10472989,147605,75182,9
117697,3078474,10635,9
266223,400981,114495,9
2290056,3078474,58096,9
2203494,508,35951,3
229374,349971,35951,3
53076,215,180889,9
5422559,451157,6160,3
63784,1887581,9135,6
229374,1057596,1878136,8
4755002,1889308,5484628,9
10473735,9155222,16563,9
562138,272255,10886,0
6279245,3179169,58096,9
165568,464844,196793,7
283198,1330785,105658,7
11510,497191,84728,9
84382,604699,857405,9
163783,1912886,6721,7
454166,4812853,10474097,9
76722,1995539,31061,5
4755002,1877647,6567,7
40862,2373070,7116,0
9831,129288,10474072,9
78223,635622,33290,8
1034322,101889,2707,3
10473600,3314196,1878136,9
101045,84394,10473856,0
10473490,483611,29331,9
922273,3034702,5899197,9
5374,4219010,33290,9
10473539,6009,1803436,9
474082,4695626,8518,8
50969,305083,10473837,9
100,2679737,1555,9
582418,1870101,10485250,9
10473486,810744,10483957,9
622419,702,31779,9
11202597,63456,2434323,9
15063,5680459,10474093,9
626714,2982030,174128,1
2600899,2494508,884,9
23629,18412,63423,0
192169,2229018,9135,9
85546,20072,12783,3
6121770,477743,5484628,9
48981,3379,18550,8
2116329,127781,63423,4
1844455,4135844,884,9
137293,2522304,3108,5
46597,2200502,145642,9
11598470,2507199,30168,9
5093752,2529825,6124,3
203585,2192390,55665,9
1338,18713,635180,9
3133859,461959,481333,7
10473025,5363607,73939,9
1842315,457959,22163,9
717482,36318,35951,5
264422,2738296,174128,9
5640025,449525,11625,7
1845418,8373387,26897,5
171737,3358081,44294,9
127859,3126325,35951,6
5263,1960483,8518,9
4491,9115853,10486046,9
11599074,3672847,6985,9
189567,69615,33942,0
4755002,2448927,16676,9
41855,3025935,551211,9
129530,54182,35860,9
76722,1858631,52166,3
60781,58423,52166,6
62500,4103172,10485061,9
46459,48830,12061,2
173,3059631,3339,0
3984055,482112,10483587,9
6759951,543743,2499,5
3216,532010,2072442,9
388596,408518,204092,9
7846272,4601878,3651,9
3359981,434802,9135,9
5093752,453107,12783,3
21909,3830013,2707,0
264422,3358081,24258,6
31117,4315,33290,9
272836,5198200,3651,9
19062,2751,25212,0
432511,471508,3651,1
68659,6102719,41739,1
87016,3505959,60149,8
41657,1895595,204092,5
77305,182713,10635,4
5689501,597917,73939,3
148687,473214,326636,9
250010,27699,66759,5
2529741,63644,24421,0
57,2632,2237,0
6143,3419921,10483141,9
398366,123749,715085,9
1957711,1844585,64649,0
182995,12454,10483812,7
39386,2402482,156773,9
50969,1960466,174128,6
82369,3281654,35951,9
398366,449087,174128,3
680370,2756471,12783,1
35999,63644,73939,8
10473018,10451158,1878136,9
15063,409656,10474093,2
32794,3019297,9135,9
10473699,2036278,10485368,9
165568,1330785,28729,9
5915218,6548349,16572,0
372450,13360,2150385,9
5210122,2483737,142906,9
675836,511331,3651,8
7613841,470040,3651,9
110290,4960578,558862,9
163783,1260585,180889,8
1574845,5523,1878136,4
229374,458096,33290,6
649198,414662,294919,9
59114,433616,8518,8
10473642,2932674,8518,9
1888,11403,9135,5
556520,4493184,2707,3
17708,28927,1940628,9
31220,39828,326636,9
24742,36318,24258,5
3330778,1604,60149,9
7897014,5578773,1878136,9
6566166,408120,10486131,9
252800,7089947,52166,9
4906645,144239,10473955,9
147174,741074,60149,8
34887,1865718,180889,9
283198,2960337,45739,8
922273,4778681,45739,6
1885250,169875,71889,9
3523960,2977174,204092,9
409233,58423,2707,6
41735,432524,6124,9
34887,27672,8026,2
283198,134947,10483217,7
10615099,185758,35951,9
59102,140157,3110,2
922273,147373,3651,6
228621,2783290,9135,3
5975194,453626,174128,3
148687,498064,17735,7
110290,3016555,10474287,2
1049080,1409,45805,8
4415144,1030105,2499,2
5655,84394,24258,4
46459,4086555,13151,9
2393640,18879,24258,9
303875,535888,204092,9
5640025,1521887,3772,7
474082,3392595,1878136,9
10566757,855620,60149,1
127859,258256,7043065,9
626714,2671059,2434323,7
206092,243019,140970,9
34256,35554,24258,3
5898,3825063,884,3
11598770,48328,884,9
1837306,164082,10484220,9
5351500,63459,3651,9
11598298,408584,60149,9
4262233,447691,4242,2
24297,57831,10474093,9
10473372,68650,9135,9
849240,436104,9135,9
216763,103372,2707,3
334,2303896,60149,4
10473577,2725081,72167,9
1165599,42251,73939,3
7644075,3651494,33290,9
60796,300700,10484424,9
162604,1888939,10486053,2
485299,449187,119664,2
1295090,4089,6124,9
474464,525135,66759,1
5655,2724524,180889,9
3796289,21890,45805,9
289826,5387546,10485533,7
7855350,131189,196486,9
81438,34926,63423,3
127859,2824880,7380,9
4030760,3501,884,4
9119,651552,326636,5
1615315,502728,2558242,9
1667927,37178,6124,5
216763,2881370,52166,3
45424,1909172,1657330,9
266223,550457,10635,1
82974,525126,24258,5
801901,192587,33290,5
114351,127776,2873,9
1957711,205419,24258,5
206941,757563,174128,1
6258580,3410429,72778,9
105887,2165269,1085637,7
765940,4513874,290931,9
104890,3289229,3108,3
961973,1708175,72167,5
1667927,1141946,10485410,9
68659,606960,6985,3
145871,7788327,52166,9
284747,434410,6124,1
47384,490042,69974,9
6279245,3491123,10485249,9
321935,1833442,45805,9
56937,775840,10483324,9
1615315,2805424,60149,8
163783,7511,10486260,9
1155406,5345,1878136,8
4820960,4471,28469,9
2531843,566858,884,9
165568,2036882,322150,9
5898,9115853,1555,9
467117,9851,5076165,0
52916,23056,6567,0
189567,69615,6530750,9
4030760,4224838,60149,9
60906,537550,174128,8
47384,35636,180889,6
99193,2336352,45805,4
831250,4673839,4697,8
204686,343,10635,4
10473587,1881277,66759,5
105887,502193,8604950,2
200418,446656,326636,1
179443,2603385,2707,9
10472879,506699,4697,9
494368,349971,35951,9
8480971,39522,52166,5
931410,3181283,8518,9
2266061,13777,11688,9
29131,4379,10473872,9
1056790,5629602,10485755,9
922273,39584,289274,9
35999,2628796,8518,3
10473485,473214,2237,9
5640025,574197,10484583,2
868,152181,9135,3
708965,3021172,10483261,9
498210,6768,21633,0
254335,4020957,2707,9
422473,27699,73939,1
1840934,3302057,326636,6
887712,408856,60149,4
1640737,243019,52166,4
89129,22716,58096,8
487725,2416692,2707,9
749705,5231936,8518,9
2497567,36770,871656,9
63018,243019,12783,4
162604,39828,10486053,9
47384,5814246,198641,9
191325,1330785,10484871,9
216617,1843432,10484003,9
546037,3280981,2147,9
53076,243019,3651,5
3396256,1960482,64198,9
2660,3951517,174128,9
165568,409777,6985,9
721477,590213,10485732,9
6581720,625348,3651,4
3918089,177187,6689,9
20200,3971761,45739,3
2307627,46711,6985,6
16675,827828,33290,5
4774025,139786,45805,1
162982,33038,326636,5
4755002,67410,2237,7
10566734,2110098,3651,1
2839607,1874,8026,2
650236,4697221,6124,9
3091852,591459,35951,9
46459,2660209,326636,6
68659,1836219,10635,1
47384,85220,10485246,9
163783,2331313,66759,8
506052,521644,5422929,9
87016,106224,8518,1
474464,2555650,58096,6
229374,2304802,204092,8
264422,4804238,60149,6
68659,8841,11625,7
127859,3421817,10635,9
228621,1525768,1878136,6
36763,3509345,35951,9
493050,2776,46813,7
4092734,1954289,1878136,3
2164,823905,9890,7
5812904,775840,10473852,9
5206739,57485,269746,2
11599180,2834245,24258,9
10473485,138355,9320,9
3216,2527823,33290,1
3609562,2203294,63423,9
8685834,2733233,72167,9
5915218,2001047,96696,0
7658233,348568,77331,9
17708,114447,3108,9
1574910,1008234,9209,9
18635,4121917,102942,9
450635,1952361,585312,7
34887,4111168,21127,6
5898,532012,1878136,6
4613589,865966,1555,9
721477,2082739,8518,6
67636,1958737,10082,9
765940,1725273,51776,9
48981,414337,10484963,7
762735,1873985,2499,9
10473713,435928,6124,9
922273,3054334,3651,6
4757348,432866,38265,4
46459,641310,10474036,9
4747258,1273885,10484545,9
33447,436767,8712,2
398366,4484909,2707,8
78475,1963468,7322897,2
2846546,3846874,1878136,9
86341,4123599,73939,9
117697,31952,2772400,9
104890,2088244,266492,9
1977989,146411,9135,3
1888,4654868,73939,9
87434,4804238,1555,9
474464,2615237,115740,9
4755002,560849,10483878,7
350710,34339,10474162,9
3923223,2365974,11101,2
157174,7525439,10484116,9
175,126710,10473864,2
3984055,3446871,25212,0
121445,289,24258,5
3246,49181,24258,5
5519995,447032,180889,4
1178512,35854,550334,9
76722,11002,52164,2
2843890,68925,45805,9
5640025,447370,1018426,9
78223,2593523,33290,9
8038,409710,180889,9
77595,409320,52317,0
7846272,39021,58096,9
820301,491160,6160,5
3315156,3518844,174128,3
454,2943555,72167,4
10871751,611333,33290,9
78223,1263113,326636,9
14854,134162,10635,9
793100,511385,42270,0
10473520,521644,10635,9
249850,2169039,3651,6
57,46884,50882,0
454250,433294,76948,9
932291,459054,2499,9
10472725,4058,11625,0
200543,2071311,10483618,0
325798,9709,63423,9
50969,512220,72167,1
31943,3179169,180889,9
3984055,2507813,73939,6
355227,5578773,10473858,9
38170,1772,9135,4
165568,736408,10635,1
1188554,2231319,180889,9
922273,1941491,322150,9
5530132,3846874,24258,9
4977163,451219,8111095,9
1941820,570821,63423,6
34887,90538,2499,3
4253955,2370928,3651,9
7998394,472105,174128,9
229374,2001049,10473771,9
165568,5976170,204092,1
105887,721913,54103,7
182374,525126,58096,9
1165599,342017,10486184,2
1049080,3834399,21127,8
10473113,6727552,6160,9
10568349,3590212,9135,9
3396256,1864237,35951,8
5484604,3621009,204092,3
28588,62749,10486286,9
642921,6548349,41739,9
556520,2166803,226498,9
11598968,17340,63423,9
109891,559216,45805,9
1165692,2515661,10483857,9
50969,384849,71045,9
10473448,507132,16676,9
5210122,2483738,8004,2
488215,3597884,174128,9
37709,2420959,6985,9
3398545,243019,52166,9
7703,1021114,10483471,9
289826,1337908,10473821,7
70555,1891274,5576788,0
47384,409777,153690,9
5687711,8570813,60149,9
3998719,478063,9951532,9
163783,4842916,174128,1
4113781,3341,35951,3
11598258,518318,66759,9
65042,722893,45739,1
4173178,6697305,2707,9
603113,278980,58096,1
264422,409753,52166,9
436553,2508673,63423,8
859357,1876645,397399,9
4150,139761,6985,4
493050,7359501,12082,3
63784,110052,9209,7
48981,2975793,3651,2
3133859,2351320,2707,9
85544,487380,89880,9
10473129,2515913,10635,9
71048,3499381,2707,9
556520,493321,3651,8
68659,86975,66759,8
10473374,459148,1085637,9
645198,3660,45054,2
32794,517353,37723,9
10473382,22112,35951,5
4150,160826,35951,5
919023,4206,58096,4
5519,3412498,6124,9
10472587,25547,10486004,9
2164,4045732,72167,1
4320646,4003394,35951,8
437421,288371,35951,9
127859,2303702,108976,7
10473382,22112,180889,5
5640025,8705957,10483857,9
6612913,477743,24258,9
5640025,2232030,63423,3
264422,184582,9135,3
1475834,11751,326636,9
5975194,598966,2424,2
157372,134660,5273849,9
3056859,499385,6160,5
82974,2479497,46207,9
85546,1930896,24258,7
28588,463603,63423,5
32601,1873161,9135,9
5519,3499381,73939,9
1949003,456466,1555,4
378297,477743,24258,4
3121142,141622,227628,7
3133859,7503,8652414,9
645728,4544,9135,4
69165,507414,2794,0
163783,414662,9135,9
264422,35636,204092,8
46459,367840,65979,7
289826,687726,2699,9
68659,1974258,52166,6
252800,2379666,77920,9
362777,1894051,45739,9
1268,25949,6124,2
229374,81895,603924,7
320982,604272,10485083,9
5422559,1143040,884,3
19052,2289904,204092,9
10473021,60961,45739,9
2307627,2741291,180889,9
299134,7730294,2147,9
10472641,4102,2499,9
176140,1869685,2707,1
7022242,243019,3651,5
6507,5523,24258,9
150714,440853,242265,9
283198,791480,10483528,7
113212,687,58096,9
922273,4610711,180889,8
16662,4083,10635,5
18758,2920686,174128,8
163783,442797,35951,6
73224,21765,8184632,0
7717,2,35040,9
10473530,2623845,223479,9
181343,592600,174128,9
20600,436104,174128,4
474464,400981,45739,9
34887,3672847,6985,6
129530,612775,33290,3
30530,6459626,10484830,9
5308526,18269,45805,9
5655,175024,180889,5
52478,212724,326636,1
85546,248560,90423,9
166347,4649394,226764,9
433237,2589936,74051,2
55837,507416,10485033,9
264422,2198619,10484496,9
6279245,2798715,204092,8
7252287,6601906,1878136,9
1165599,1971951,58096,3
23629,1340878,1555,5
48981,6251726,45739,8
341300,4104549,661696,9
71048,2305473,4669,2
10472628,2331313,66759,9
266223,2474303,6985,6
11599074,1456,2707,9
8792,343,10635,4
5210122,3132855,10473806,9
10473680,2064092,57533,9
650236,2674786,45739,1
105887,1935593,1878136,3
81976,3609,10484338,9
29460,691387,2147,2
603113,3195331,600487,7
229374,3353045,884,1
764906,432866,38265,4
26090,82864,12783,5
5655,26805,66759,5
228621,85220,326636,3
2752740,4445,2237,1
34887,4991283,64198,9
492794,408827,24258,9
649198,67344,1878136,9
5379259,565188,3101389,2
6668463,225506,69974,9
4755002,258717,2499,9
3984055,2069,1826732,9
42212,543743,2499,5
1907,1863745,10486230,9
81510,3014,61912,9
408694,243019,4024872,9
740042,66789,7380,0
2000539,525135,66759,1
46459,1239180,104900,9
68659,2014067,8128314,9
397063,6459626,60149,9
436553,1906786,278413,2
1034322,2231319,7607,2
409023,3647182,66759,9
675836,686376,9135,9
228621,5587057,9135,6
3984055,132595,63423,6
556520,501537,556232,2
5601,433452,9135,4
6279245,181837,63423,9
171737,110915,10473824,9
263225,1616223,63423,1
467117,433294,2707,3
12258,1895595,204092,5
63784,5422446,6206130,9
3690560,705506,152316,9
10473667,130011,174128,4
2106004,135212,9135,4
2787477,587031,6475251,9
60906,227,9135,5
10473422,4432237,45805,9
30530,1621711,110088,0
4755002,606960,9135,3
1155406,3508697,326636,8
72858,529169,33290,9
626714,8705957,16397,9
110290,280962,2499,7
1583,3616485,2147,9
1204041,79666,46656,2
133994,5852717,174128,9
2959500,1874,31061,2
6143,312998,91468,9
148942,3280981,2147,9
5655,289,326636,5
10410,465934,884,7
10568747,2035281,174128,9
2411667,1391038,73939,9
145030,96462,2707,9
3990138,604229,161084,9
122969,492009,6180,0
71048,1556862,9135,6
165568,446512,163709,7
5791,2346197,131282,0
68659,140895,9293482,9
513,414662,35951,9
34887,28407,12783,1
5898,3234120,97299,9
6298103,498381,58096,9
5602996,2522304,3108,9
266223,4697221,7380,9
5725841,433303,6657,0
454166,1343305,884,8
5898,2387989,52166,6
246566,19277,12783,9
229374,4609779,16676,3
1165692,329688,33290,8
184189,450864,61912,4
189285,2,6160,4
1037118,11002,61559,9
422473,4083,10635,3
363100,147373,3651,6
18758,4804238,1555,8
289826,403068,2499,8
454166,3486822,10483211,9
1527566,1223341,10484717,9
4977163,3105385,326636,1
9121,3967549,45805,9
262672,45604,2237,0
110290,31704,114527,7
4708,2672710,2419,9
205294,60996,10474116,9
471402,2289904,6853553,9
39386,116916,61912,9
289826,1873985,10635,6
50969,6555000,33290,1
153734,457046,1878136,1
6574170,1147244,6124,4
24922,2826074,3100,9
205168,1835448,10473916,9
39087,3196171,6124,9
289826,6197648,1018426,9
10473085,434971,10483613,9
765940,2730085,884,8
722942,11403,1892437,9
28521,521948,40528,9
450635,3954296,326636,9
10473496,143795,30716,9
666219,434386,10474054,9
410533,3074058,70003,9
228621,2881372,3783,7
7395,2033253,202601,9
1157058,7135,10473822,2
196926,2617732,45805,8
2106004,1917917,8518,4
209667,35854,180889,9
3156349,61115,9135,5
100,56757,158708,0
21038,2588125,10485631,9
436553,2625801,10474097,7
3993412,19843,6160,5
1043901,36694,2499,4
629327,570821,12783,6
619286,2902090,12783,6
445143,3870737,6578,9
189567,680187,68266,0
3984055,4742972,8518,1
71048,111930,204092,3
105887,2636032,326636,3
1155406,2489397,6160,9
1930371,470788,61559,9
764079,7762976,45739,9
10473018,28412,73939,3
10673,453626,60149,5
110290,169202,54367,7
11217151,475887,52166,9
122969,3688,240049,9
120304,1876645,64690,2
640481,409010,174128,4
171132,434621,10484496,9
244024,409450,35951,5
765940,1899242,2984444,7
3535166,2838752,63423,9
609,462418,73939,4
1165692,3188992,1878136,3
